0; 0.00000000
1; 99523.20242283
2; 58032.59107887
3; 57832.01060919
4; 57644.47095727
5; 57432.57071518
6; 57151.28208409
7; 56851.98072490
8; 56667.83144734
9; 56505.24556200
10; 56378.69188844
11; 56270.04972398
12; 56150.06793209
13; 56013.37065491
14; 55854.10329119
15; 55664.87695597
16; 55435.18927476
17; 55151.90828696
18; 54800.83981812
19; 54384.55563841
20; 53962.66720864
21; 53595.38980606
22; 53264.87031989
23; 53318.93193394
24; 53043.04284655
25; 54922.39057101
26; 52494.93702352
27; 51669.68823676
28; 53592.81276302
29; 50165.98283546
30; 49690.34165557
31; 50029.59081576
32; 48945.58040201
33; 50453.46186743
34; 49018.05798420
35; 52100.06502942
36; 50220.52034674
37; 49750.34266260
38; 46930.30594550
39; 48094.55409785
40; 47313.90415694
41; 47703.38556562
42; 46206.24973691
43; 44884.57137826
44; 42979.13354719
45; 43217.10285916
46; 47200.27153779
47; 43754.72390994
48; 42209.01542787
49; 44872.59831495
50; 45295.40519664
51; 44375.65893889
52; 45130.02786848
53; 39931.84820889
54; 39499.84114444
55; 39801.27329675
56; 40993.85774460
57; 38683.38723712
58; 38836.61652486
59; 37957.67158022
60; 38264.65310052
61; 38054.54050606
62; 38611.35641079
63; 37730.20103114
64; 38778.99703980
65; 42104.74338134
66; 37511.65550260
67; 35592.31872093
68; 37256.56133765
69; 35817.34866216
70; 36553.14509442
71; 34874.06280938
72; 35998.89895786
73; 35721.16220485
74; 35657.80240581
75; 33742.30687972
76; 34000.30731977
77; 33813.30315703
78; 34185.31340447
79; 34111.85802766
80; 33189.44888588
81; 32147.37407316
82; 32382.87712944
83; 31955.21503412
84; 32596.77311352
85; 32162.34528086
86; 32949.79746422
87; 32986.66829556
88; 32058.20219531
89; 31085.11972546
90; 31442.74715966
91; 30912.71164079
92; 31290.58333642
93; 30935.37535881
94; 31666.83809624
95; 30983.35716219
96; 32026.57677299
97; 30070.76147196
98; 30192.66542489
99; 29863.50930392
100; 30930.19715806
101; 29841.47976600
102; 31174.17666934
103; 29712.33698890
104; 30828.38632130
105; 29942.10988580
106; 31163.18716448
107; 29560.53738257
108; 30017.91054667
109; 29612.40076409
110; 30662.06373576
111; 28982.63635724
112; 29235.94416893
113; 28909.81148812
114; 29683.02176316
115; 28606.16748013
116; 29114.60577004
117; 28452.54311311
118; 29040.35110344
119; 28222.28888980
120; 28685.25410764
121; 28049.98770644
122; 28476.09083384
123; 27874.84612921
124; 28233.71856368
125; 27708.73017974
126; 28011.57705425
127; 27547.49258253
128; 27798.98869746
129; 27390.35695866
130; 27596.71450360
131; 27237.35406415
132; 27404.67927968
133; 27088.84842605
134; 27222.86358341
135; 26945.29610240
136; 27051.20219589
137; 26807.11704416
138; 26889.55139180
139; 26674.63937928
140; 26737.66718051
141; 26548.07297861
142; 26595.18972277
143; 26427.50137617
144; 26461.64483301
145; 26312.89069636
146; 26336.46758216
147; 26204.10582481
148; 26219.03559968
149; 26100.92146371
150; 26108.69647753
151; 26003.02967145
152; 26004.79073065
153; 25910.05736432
154; 25906.68202772
155; 25821.60074152
156; 25813.79480932
157; 25737.26821174
158; 25725.64479219
159; 25656.71563145
160; 25641.84821633
161; 25579.66202231
162; 25562.10744450
163; 25505.88467733
164; 25486.18185380
165; 25435.20159565
166; 25413.85719514
167; 25367.45178009
168; 25344.92355850
169; 25302.48076728
170; 25279.16544213
171; 25240.13364655
172; 25216.36173828
173; 25180.25410215
174; 25156.29116731
175; 25122.68680360
176; 25098.73927429
177; 25067.28098759
178; 25043.50466328
179; 25013.89396773
180; 24990.40339598
181; 24962.39384202
182; 24939.27119520
183; 24912.66092290
184; 24889.96352406
185; 24864.58770897
186; 24842.35394488
187; 24818.07761807
188; 24796.33140493
189; 24773.04303030
190; 24751.79717781
191; 24729.40327117
192; 24708.66207770
193; 24687.08299954
194; 24666.84431420
195; 24646.01118939
196; 24626.26807881
197; 24606.12065469
198; 24586.86274864
199; 24567.34793659
200; 24548.56249538
201; 24529.63334782
202; 24511.30608476
203; 24492.92101374
204; 24475.03670585
205; 24457.15881911
206; 24439.70174240
207; 24422.29823551
208; 24405.25246287
209; 24388.29405004
210; 24371.64364882
211; 24355.10403832
212; 24338.83320101
213; 24322.68862867
214; 24306.78176388
215; 24291.01059558
216; 24275.45239969
217; 24260.03480715
218; 24244.81032948
219; 24229.72803632
220; 24214.82274422
221; 24200.05883380
222; 24185.45867848
223; 24170.99745167
224; 24156.68893209
225; 24142.51580188
226; 24128.48602195
227; 24114.58743278
228; 24100.82414699
229; 24087.18750850
230; 24073.67915230
231; 24060.29277982
232; 24047.02848292
233; 24033.88154007
234; 24020.85112287
235; 24007.93356361
236; 23995.12751880
237; 23982.43002868
238; 23969.83949103
239; 23957.35342807
240; 23944.97013597
241; 23932.68747252
242; 23920.50372472
243; 23908.41699139
244; 23896.42560181
245; 23884.52783456
246; 23872.72208740
247; 23861.00677848
248; 23849.38038513
249; 23837.84143817
250; 23826.38849696
251; 23815.02018638
252; 23803.73514557
253; 23792.53208022
254; 23781.40970466
255; 23770.36679553
256; 23759.40213691
257; 23748.51456885
258; 23737.70293969
259; 23726.96614694
260; 23716.30309808
261; 23705.71274346
262; 23695.19404517
263; 23684.74600270
264; 23674.36762900
265; 23664.05796984
266; 23653.81608592
267; 23643.64106713
268; 23633.53201949
269; 23623.48807534
270; 23613.50838407
271; 23603.59211923
272; 23593.73847205
273; 23583.94665618
274; 23574.21590334
275; 23564.54546628
276; 23554.93461588
277; 23545.38264283
278; 23535.88885571
279; 23526.45258171
