0; 10; 20; 30; 40; 50; 60; 70; 80; 90; 100; 110; 120; 130; 140; 150; 160; 170; 180; 190; 200; 210; 220; 230; 240; 250; 260; 270; 280; 290; 300; 310; 320; 330; 340; 
9.14; 25.38; 30.81; 39.12; 50.91; 55.64; 59.63; 63.7; 67.46; 70.67; 73.19; 75.33; 77.37; 79.18; 80.66; 81.76; 82.99; 83.85; 84.67; 85.26; 85.72; 86.14; 86.41; 86.74; 86.97; 87.29; 87.5; 87.81; 87.96; 88.27; 88.41; 88.66; 88.98; 89.13; 89.26; 
